"sales_id","order_id","customer_id","customer_name","age","gender","city","state","product_id","product_name","product_type","size","colour","stok","harga_produk","harga_jual","quantity","total_price","order_date","delivery_date","delivery_time"
1338,277,659,"Ira Dafforne",57,"Non-binary","Sophiemouth","Tasmania",1037,"Relaxed Leg","Trousers","M","blue",72,95.0,90.0,3,270.0,"2021-04-05","2021-04-06",1
1339,277,659,"Ira Dafforne",57,"Non-binary","Sophiemouth","Tasmania",126,"Denim","Shirt","S","blue",47,115.0,92.0,2,184.0,"2021-04-05","2021-04-06",1
1340,278,510,"Kinny Roget",67,"Non-binary","Alexandramouth","New South Wales",1193,"Pleated","Trousers","L","red",70,90.0,105.0,2,210.0,"2021-01-30","2021-02-13",14
1341,278,510,"Kinny Roget",67,"Non-binary","Alexandramouth","New South Wales",534,"Leather","Jacket","XL","orange",64,113.0,98.0,2,196.0,"2021-01-30","2021-02-13",14
1342,278,510,"Kinny Roget",67,"Non-binary","Alexandramouth","New South Wales",92,"Flannel","Shirt","M","blue",73,96.0,118.0,3,354.0,"2021-01-30","2021-02-13",14
1343,278,510,"Kinny Roget",67,"Non-binary","Alexandramouth","New South Wales",248,"Polo","Shirt","L","red",72,117.0,95.0,1,95.0,"2021-01-30","2021-02-13",14
1344,278,510,"Kinny Roget",67,"Non-binary","Alexandramouth","New South Wales",637,"Coach","Jacket","M","orange",72,115.0,93.0,1,93.0,"2021-01-30","2021-02-13",14
1345,278,510,"Kinny Roget",67,"Non-binary","Alexandramouth","New South Wales",232,"Chambray","Shirt","M","blue",66,105.0,106.0,1,106.0,"2021-01-30","2021-02-13",14
1346,279,620,"Phillipe Gatecliffe",35,"Male","Jettstad","Australian Capital Territory",560,"Bomber","Jacket","XS","red",76,90.0,100.0,3,300.0,"2021-07-25","2021-07-28",3
1347,279,620,"Phillipe Gatecliffe",35,"Male","Jettstad","Australian Capital Territory",15,"Oxford Cloth","Shirt","XS","green",68,114.0,96.0,2,192.0,"2021-07-25","2021-07-28",3
1348,279,620,"Phillipe Gatecliffe",35,"Male","Jettstad","Australian Capital Territory",997,"Wool","Trousers","M","green",41,111.0,106.0,3,318.0,"2021-07-25","2021-07-28",3
1349,279,620,"Phillipe Gatecliffe",35,"Male","Jettstad","Australian Capital Territory",707,"Trench Coat","Jacket","M","orange",43,112.0,119.0,1,119.0,"2021-07-25","2021-07-28",3
1350,279,620,"Phillipe Gatecliffe",35,"Male","Jettstad","Australian Capital Territory",1073,"Joggers","Trousers","L","blue",75,94.0,93.0,1,93.0,"2021-07-25","2021-07-28",3
1351,279,620,"Phillipe Gatecliffe",35,"Male","Jettstad","Australian Capital Territory",136,"Denim","Shirt","S","violet",54,115.0,92.0,1,92.0,"2021-07-25","2021-07-28",3
1352,279,620,"Phillipe Gatecliffe",35,"Male","Jettstad","Australian Capital Territory",755,"Peacoat","Jacket","XS","blue",48,102.0,109.0,3,327.0,"2021-07-25","2021-07-28",3
1353,280,551,"Theodor Skipton",68,"Bigender","Declanton","South Australia",502,"Windbreaker","Jacket","M","yellow",52,109.0,102.0,1,102.0,"2021-01-07","2021-01-08",1
1354,280,551,"Theodor Skipton",68,"Bigender","Declanton","South Australia",1159,"High-Waisted","Trousers","XL","red",80,98.0,99.0,3,297.0,"2021-01-07","2021-01-08",1
1355,280,551,"Theodor Skipton",68,"Bigender","Declanton","South Australia",459,"Puffer","Jacket","XL","red",41,110.0,118.0,1,118.0,"2021-01-07","2021-01-08",1
1356,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",649,"Coach","Jacket","XL","green",48,115.0,93.0,1,93.0,"2021-07-03","2021-07-15",12
1357,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",994,"Wool","Trousers","XL","yellow",72,111.0,106.0,3,318.0,"2021-07-03","2021-07-15",12
1358,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",486,"Puffer","Jacket","S","violet",46,110.0,118.0,3,354.0,"2021-07-03","2021-07-15",12
1359,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",639,"Coach","Jacket","XL","orange",46,115.0,93.0,1,93.0,"2021-07-03","2021-07-15",12
1360,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",1157,"High-Waisted","Trousers","M","red",59,98.0,99.0,3,297.0,"2021-07-03","2021-07-15",12
1361,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",624,"Cardigan","Jacket","XL","indigo",78,118.0,112.0,1,112.0,"2021-07-03","2021-07-15",12
1362,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",321,"Mandarin Collar","Shirt","S","orange",52,108.0,109.0,1,109.0,"2021-07-03","2021-07-15",12
1363,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",363,"Henley","Shirt","L","yellow",62,92.0,94.0,3,282.0,"2021-07-03","2021-07-15",12
1364,281,489,"Isahella Enrique",59,"Polygender","West Phoenix","New South Wales",51,"Dress","Shirt","S","green",60,119.0,104.0,3,312.0,"2021-07-03","2021-07-15",12
1365,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",52,"Dress","Shirt","M","green",65,119.0,104.0,2,208.0,"2021-03-30","2021-04-18",19
1366,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",537,"Leather","Jacket","M","yellow",77,113.0,98.0,1,98.0,"2021-03-30","2021-04-18",19
1367,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",481,"Puffer","Jacket","S","indigo",62,110.0,118.0,1,118.0,"2021-03-30","2021-04-18",19
1368,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",1207,"Pleated","Trousers","M","green",41,90.0,105.0,2,210.0,"2021-03-30","2021-04-18",19
1369,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",611,"Cardigan","Jacket","S","green",62,118.0,112.0,1,112.0,"2021-03-30","2021-04-18",19
1370,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",427,"Denim","Jacket","M","orange",48,92.0,107.0,2,214.0,"2021-03-30","2021-04-18",19
1371,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",74,"Flannel","Shirt","XL","red",72,96.0,118.0,2,236.0,"2021-03-30","2021-04-18",19
1372,282,423,"Datha Vicary",32,"Agender","New Rileybury","South Australia",1106,"Cropped","Trousers","S","blue",62,99.0,115.0,2,230.0,"2021-03-30","2021-04-18",19
1373,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",67,"Dress","Shirt","M","violet",41,119.0,104.0,1,104.0,"2021-09-04","2021-09-15",11
1374,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",1239,"Tracksuit Bottoms","Trousers","XL","yellow",59,91.0,112.0,1,112.0,"2021-09-04","2021-09-15",11
1375,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",1213,"Pleated","Trousers","L","blue",79,90.0,105.0,3,315.0,"2021-09-04","2021-09-15",11
1376,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",1119,"Cropped","Trousers","XL","violet",64,99.0,115.0,3,345.0,"2021-09-04","2021-09-15",11
1377,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",168,"Linen","Shirt","L","indigo",75,116.0,91.0,2,182.0,"2021-09-04","2021-09-15",11
1378,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",606,"Cardigan","Jacket","S","yellow",79,118.0,112.0,1,112.0,"2021-09-04","2021-09-15",11
1379,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",1113,"Cropped","Trousers","L","indigo",63,99.0,115.0,1,115.0,"2021-09-04","2021-09-15",11
1380,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",288,"Cuban Collar","Shirt","L","orange",65,93.0,105.0,1,105.0,"2021-09-04","2021-09-15",11
1381,283,303,"De Lourens",75,"Genderqueer","North Paige","New South Wales",392,"Casual Slim Fit","Shirt","M","orange",47,113.0,119.0,3,357.0,"2021-09-04","2021-09-15",11
1382,284,522,"Ailina Kynan",71,"Genderqueer","Handborough","South Australia",1057,"Joggers","Trousers","M","orange",52,94.0,93.0,1,93.0,"2021-04-29","2021-05-16",17
1383,284,522,"Ailina Kynan",71,"Genderqueer","Handborough","South Australia",1016,"Relaxed Leg","Trousers","S","red",70,95.0,90.0,2,180.0,"2021-04-29","2021-05-16",17
1384,285,882,"Bartel Clemendet",43,"Genderqueer","Kiehnfurt","South Australia",1223,"Pleated","Trousers","L","violet",48,90.0,105.0,2,210.0,"2021-09-25","2021-10-20",25
1385,285,882,"Bartel Clemendet",43,"Genderqueer","Kiehnfurt","South Australia",948,"Slim-Fit","Trousers","L","red",80,119.0,97.0,2,194.0,"2021-09-25","2021-10-20",25
1386,286,998,"Rebecka Fabler",32,"Polygender","Kohlerberg","Queensland",740,"Peacoat","Jacket","XS","orange",78,102.0,109.0,1,109.0,"2021-01-05","2021-01-08",3
1387,286,998,"Rebecka Fabler",32,"Polygender","Kohlerberg","Queensland",982,"Wool","Trousers","M","red",58,111.0,106.0,3,318.0,"2021-01-05","2021-01-08",3
1388,286,998,"Rebecka Fabler",32,"Polygender","Kohlerberg","Queensland",719,"Trench Coat","Jacket","XL","green",53,112.0,119.0,3,357.0,"2021-01-05","2021-01-08",3
1389,286,998,"Rebecka Fabler",32,"Polygender","Kohlerberg","Queensland",802,"Pullover","Jacket","M","violet",78,114.0,91.0,2,182.0,"2021-01-05","2021-01-08",3
1390,286,998,"Rebecka Fabler",32,"Polygender","Kohlerberg","Queensland",285,"Cuban Collar","Shirt","XS","orange",62,93.0,105.0,3,315.0,"2021-01-05","2021-01-08",3
1391,286,998,"Rebecka Fabler",32,"Polygender","Kohlerberg","Queensland",741,"Peacoat","Jacket","S","orange",73,102.0,109.0,1,109.0,"2021-01-05","2021-01-08",3
1392,287,799,"Gibbie Beardall",67,"Polygender","South Levi","New South Wales",977,"Slim-Fit","Trousers","M","violet",51,119.0,97.0,1,97.0,"2021-09-09","2021-10-03",24
1393,287,799,"Gibbie Beardall",67,"Polygender","South Levi","New South Wales",607,"Cardigan","Jacket","M","yellow",64,118.0,112.0,3,336.0,"2021-09-09","2021-10-03",24
1394,287,799,"Gibbie Beardall",67,"Polygender","South Levi","New South Wales",755,"Peacoat","Jacket","XS","blue",48,102.0,109.0,3,327.0,"2021-09-09","2021-10-03",24
1395,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",84,"Flannel","Shirt","XL","yellow",72,96.0,118.0,3,354.0,"2021-10-13","2021-10-16",3
1396,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",519,"Windbreaker","Jacket","XL","indigo",60,109.0,102.0,3,306.0,"2021-10-13","2021-10-16",3
1397,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",715,"Trench Coat","Jacket","XS","green",62,112.0,119.0,1,119.0,"2021-10-13","2021-10-16",3
1398,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",519,"Windbreaker","Jacket","XL","indigo",60,109.0,102.0,3,306.0,"2021-10-13","2021-10-16",3
1399,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",788,"Pullover","Jacket","L","green",72,114.0,91.0,2,182.0,"2021-10-13","2021-10-16",3
1400,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",888,"Cords","Trousers","L","yellow",62,113.0,94.0,3,282.0,"2021-10-13","2021-10-16",3
1401,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",1203,"Pleated","Trousers","L","yellow",62,90.0,105.0,1,105.0,"2021-10-13","2021-10-16",3
1402,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",847,"Chinos","Trousers","M","orange",73,100.0,113.0,2,226.0,"2021-10-13","2021-10-16",3
1403,288,201,"Loni Tort",58,"Polygender","Joelmouth","Australian Capital Territory",395,"Casual Slim Fit","Shirt","XS","yellow",63,113.0,119.0,1,119.0,"2021-10-13","2021-10-16",3
1404,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",828,"Shearling","Jacket","L","blue",64,95.0,117.0,2,234.0,"2021-01-26","2021-02-16",21
1405,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",422,"Denim","Jacket","M","red",43,92.0,107.0,1,107.0,"2021-01-26","2021-02-16",21
1406,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",1141,"Cargo Pants","Trousers","S","blue",63,106.0,102.0,1,102.0,"2021-01-26","2021-02-16",21
1407,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",599,"Cardigan","Jacket","XL","red",54,118.0,112.0,2,224.0,"2021-01-26","2021-02-16",21
1408,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",481,"Puffer","Jacket","S","indigo",62,110.0,118.0,2,236.0,"2021-01-26","2021-02-16",21
1409,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",736,"Peacoat","Jacket","S","red",67,102.0,109.0,2,218.0,"2021-01-26","2021-02-16",21
1410,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",45,"Dress","Shirt","XS","yellow",69,119.0,104.0,3,312.0,"2021-01-26","2021-02-16",21
1411,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",1045,"Relaxed Leg","Trousers","XS","violet",49,95.0,90.0,1,90.0,"2021-01-26","2021-02-16",21
1412,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",463,"Puffer","Jacket","L","orange",66,110.0,118.0,2,236.0,"2021-01-26","2021-02-16",21
1413,289,977,"Michell Lappine",34,"Polygender","East Sophia","Queensland",1150,"Cargo Pants","Trousers","XS","violet",40,106.0,102.0,2,204.0,"2021-01-26","2021-02-16",21
1414,290,364,"Konstantin Kuhlmey",28,"Polygender","Swiftfort","New South Wales",780,"Pullover","Jacket","XS","yellow",65,114.0,91.0,1,91.0,"2021-08-01","2021-08-16",15
1415,290,364,"Konstantin Kuhlmey",28,"Polygender","Swiftfort","New South Wales",770,"Pullover","Jacket","XS","red",54,114.0,91.0,3,273.0,"2021-08-01","2021-08-16",15
1416,290,364,"Konstantin Kuhlmey",28,"Polygender","Swiftfort","New South Wales",916,"Drawstring","Trousers","S","orange",58,104.0,96.0,2,192.0,"2021-08-01","2021-08-16",15
1417,290,364,"Konstantin Kuhlmey",28,"Polygender","Swiftfort","New South Wales",843,"Chinos","Trousers","L","red",44,100.0,113.0,3,339.0,"2021-08-01","2021-08-16",15
1418,290,364,"Konstantin Kuhlmey",28,"Polygender","Swiftfort","New South Wales",143,"Linen","Shirt","L","red",80,116.0,91.0,1,91.0,"2021-08-01","2021-08-16",15
1419,291,112,"Hadlee Douthwaite",42,"Female","West Hamish","South Australia",443,"Denim","Jacket","L","blue",42,92.0,107.0,3,321.0,"2021-01-12","2021-02-05",24
1420,291,112,"Hadlee Douthwaite",42,"Female","West Hamish","South Australia",810,"Shearling","Jacket","XS","orange",54,95.0,117.0,3,351.0,"2021-01-12","2021-02-05",24
1421,291,112,"Hadlee Douthwaite",42,"Female","West Hamish","South Australia",800,"Pullover","Jacket","XS","violet",61,114.0,91.0,3,273.0,"2021-01-12","2021-02-05",24
1422,291,112,"Hadlee Douthwaite",42,"Female","West Hamish","South Australia",287,"Cuban Collar","Shirt","M","orange",49,93.0,105.0,2,210.0,"2021-01-12","2021-02-05",24
1423,291,112,"Hadlee Douthwaite",42,"Female","West Hamish","South Australia",222,"Chambray","Shirt","M","yellow",62,105.0,106.0,1,106.0,"2021-01-12","2021-02-05",24
1424,291,112,"Hadlee Douthwaite",42,"Female","West Hamish","South Australia",806,"Shearling","Jacket","S","red",75,95.0,117.0,1,117.0,"2021-01-12","2021-02-05",24
1425,292,337,"Milton Otson",78,"Non-binary","Cooperbury","Western Australia",946,"Slim-Fit","Trousers","S","red",71,119.0,97.0,3,291.0,"2021-03-26","2021-04-04",9
1426,292,337,"Milton Otson",78,"Non-binary","Cooperbury","Western Australia",692,"Parka","Jacket","M","indigo",66,119.0,113.0,3,339.0,"2021-03-26","2021-04-04",9
1427,292,337,"Milton Otson",78,"Non-binary","Cooperbury","Western Australia",1246,"Tracksuit Bottoms","Trousers","S","blue",48,91.0,112.0,1,112.0,"2021-03-26","2021-04-04",9
1428,292,337,"Milton Otson",78,"Non-binary","Cooperbury","Western Australia",925,"Drawstring","Trousers","XS","green",57,104.0,96.0,2,192.0,"2021-03-26","2021-04-04",9
1429,292,337,"Milton Otson",78,"Non-binary","Cooperbury","Western Australia",189,"Camp Collared","Shirt","XL","yellow",44,112.0,98.0,3,294.0,"2021-03-26","2021-04-04",9
1430,292,337,"Milton Otson",78,"Non-binary","Cooperbury","Western Australia",1250,"Tracksuit Bottoms","Trousers","XS","indigo",63,91.0,112.0,2,224.0,"2021-03-26","2021-04-04",9
1431,293,426,"Augusto Ackrill",40,"Bigender","South Sophieview","Victoria",740,"Peacoat","Jacket","XS","orange",78,102.0,109.0,2,218.0,"2021-08-05","2021-08-13",8
1432,293,426,"Augusto Ackrill",40,"Bigender","South Sophieview","Victoria",982,"Wool","Trousers","M","red",58,111.0,106.0,2,212.0,"2021-08-05","2021-08-13",8
1433,293,426,"Augusto Ackrill",40,"Bigender","South Sophieview","Victoria",1122,"Cargo Pants","Trousers","M","red",52,106.0,102.0,2,204.0,"2021-08-05","2021-08-13",8
1434,293,426,"Augusto Ackrill",40,"Bigender","South Sophieview","Victoria",1050,"Joggers","Trousers","XS","red",65,94.0,93.0,1,93.0,"2021-08-05","2021-08-13",8
1435,293,426,"Augusto Ackrill",40,"Bigender","South Sophieview","Victoria",1055,"Joggers","Trousers","XS","orange",65,94.0,93.0,2,186.0,"2021-08-05","2021-08-13",8
1436,293,426,"Augusto Ackrill",40,"Bigender","South Sophieview","Victoria",105,"Denim","Shirt","XS","red",52,115.0,92.0,3,276.0,"2021-08-05","2021-08-13",8
1437,293,426,"Augusto Ackrill",40,"Bigender","South Sophieview","Victoria",317,"Mandarin Collar","Shirt","M","red",60,108.0,109.0,1,109.0,"2021-08-05","2021-08-13",8
1438,294,499,"Henrietta Briatt",24,"Agender","New Hannah","Australian Capital Territory",539,"Leather","Jacket","XL","yellow",67,113.0,98.0,1,98.0,"2021-08-28","2021-09-15",18
1439,294,499,"Henrietta Briatt",24,"Agender","New Hannah","Australian Capital Territory",566,"Bomber","Jacket","S","orange",49,90.0,100.0,3,300.0,"2021-08-28","2021-09-15",18
1440,294,499,"Henrietta Briatt",24,"Agender","New Hannah","Australian Capital Territory",1241,"Tracksuit Bottoms","Trousers","S","green",72,91.0,112.0,2,224.0,"2021-08-28","2021-09-15",18
1441,294,499,"Henrietta Briatt",24,"Agender","New Hannah","Australian Capital Territory",181,"Camp Collared","Shirt","S","orange",62,112.0,98.0,1,98.0,"2021-08-28","2021-09-15",18
1442,294,499,"Henrietta Briatt",24,"Agender","New Hannah","Australian Capital Territory",25,"Oxford Cloth","Shirt","XS","indigo",61,114.0,96.0,1,96.0,"2021-08-28","2021-09-15",18
1443,294,499,"Henrietta Briatt",24,"Agender","New Hannah","Australian Capital Territory",1219,"Pleated","Trousers","XL","indigo",45,90.0,105.0,1,105.0,"2021-08-28","2021-09-15",18
1444,295,412,"Chandal Fransinelli",21,"Polygender","Hackettchester","South Australia",865,"Chinos","Trousers","XS","indigo",61,100.0,113.0,1,113.0,"2021-03-05","2021-03-19",14
1445,295,412,"Chandal Fransinelli",21,"Polygender","Hackettchester","South Australia",571,"Bomber","Jacket","S","yellow",64,90.0,100.0,2,200.0,"2021-03-05","2021-03-19",14
1446,296,207,"Brade Caught",56,"Genderqueer","Elijahburgh","Queensland",100,"Flannel","Shirt","XS","violet",72,96.0,118.0,1,118.0,"2021-10-22","2021-10-25",3
1447,296,207,"Brade Caught",56,"Genderqueer","Elijahburgh","Queensland",49,"Dress","Shirt","XL","yellow",75,119.0,104.0,2,208.0,"2021-10-22","2021-10-25",3
1448,296,207,"Brade Caught",56,"Genderqueer","Elijahburgh","Queensland",466,"Puffer","Jacket","S","yellow",48,110.0,118.0,3,354.0,"2021-10-22","2021-10-25",3
1449,296,207,"Brade Caught",56,"Genderqueer","Elijahburgh","Queensland",103,"Flannel","Shirt","L","violet",76,96.0,118.0,3,354.0,"2021-10-22","2021-10-25",3
1450,296,207,"Brade Caught",56,"Genderqueer","Elijahburgh","Queensland",343,"Mandarin Collar","Shirt","L","indigo",53,108.0,109.0,2,218.0,"2021-10-22","2021-10-25",3
1451,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",1235,"Tracksuit Bottoms","Trousers","XS","yellow",76,91.0,112.0,3,336.0,"2021-06-15","2021-06-27",12
1452,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",247,"Polo","Shirt","M","red",70,117.0,95.0,1,95.0,"2021-06-15","2021-06-27",12
1453,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",416,"Casual Slim Fit","Shirt","S","violet",50,113.0,119.0,2,238.0,"2021-06-15","2021-06-27",12
1454,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",845,"Chinos","Trousers","XS","orange",53,100.0,113.0,1,113.0,"2021-06-15","2021-06-27",12
1455,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",752,"Peacoat","Jacket","M","green",49,102.0,109.0,1,109.0,"2021-06-15","2021-06-27",12
1456,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",892,"Cords","Trousers","M","green",76,113.0,94.0,3,282.0,"2021-06-15","2021-06-27",12
1457,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",672,"Parka","Jacket","M","orange",51,119.0,113.0,2,226.0,"2021-06-15","2021-06-27",12
1458,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",854,"Chinos","Trousers","XL","yellow",59,100.0,113.0,2,226.0,"2021-06-15","2021-06-27",12
1459,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",757,"Peacoat","Jacket","M","blue",71,102.0,109.0,1,109.0,"2021-06-15","2021-06-27",12
1460,297,256,"Dulcia Gawthorpe",46,"Bigender","North Lillian","Australian Capital Territory",971,"Slim-Fit","Trousers","S","indigo",41,119.0,97.0,2,194.0,"2021-06-15","2021-06-27",12
1461,298,58,"Aurie Margett",39,"Agender","Amelieburgh","New South Wales",978,"Slim-Fit","Trousers","L","violet",58,119.0,97.0,2,194.0,"2021-09-11","2021-09-20",9
1462,298,58,"Aurie Margett",39,"Agender","Amelieburgh","New South Wales",667,"Parka","Jacket","M","red",56,119.0,113.0,2,226.0,"2021-09-11","2021-09-20",9
1463,298,58,"Aurie Margett",39,"Agender","Amelieburgh","New South Wales",672,"Parka","Jacket","M","orange",51,119.0,113.0,1,113.0,"2021-09-11","2021-09-20",9
1464,298,58,"Aurie Margett",39,"Agender","Amelieburgh","New South Wales",767,"Peacoat","Jacket","M","violet",77,102.0,109.0,2,218.0,"2021-09-11","2021-09-20",9
1465,298,58,"Aurie Margett",39,"Agender","Amelieburgh","New South Wales",1081,"Joggers","Trousers","S","violet",63,94.0,93.0,3,279.0,"2021-09-11","2021-09-20",9
1466,298,58,"Aurie Margett",39,"Agender","Amelieburgh","New South Wales",555,"Leather","Jacket","XS","violet",70,113.0,98.0,2,196.0,"2021-09-11","2021-09-20",9
1467,299,994,"Vanna Densham",53,"Female","Hallshire","Western Australia",153,"Linen","Shirt","L","yellow",72,116.0,91.0,2,182.0,"2021-01-12","2021-02-03",22
1468,299,994,"Vanna Densham",53,"Female","Hallshire","Western Australia",143,"Linen","Shirt","L","red",80,116.0,91.0,3,273.0,"2021-01-12","2021-02-03",22
1469,299,994,"Vanna Densham",53,"Female","Hallshire","Western Australia",694,"Parka","Jacket","XL","indigo",78,119.0,113.0,3,339.0,"2021-01-12","2021-02-03",22
1470,299,994,"Vanna Densham",53,"Female","Hallshire","Western Australia",199,"Camp Collared","Shirt","XL","blue",51,112.0,98.0,1,98.0,"2021-01-12","2021-02-03",22
1471,299,994,"Vanna Densham",53,"Female","Hallshire","Western Australia",492,"Windbreaker","Jacket","M","red",47,109.0,102.0,3,306.0,"2021-01-12","2021-02-03",22
1472,299,994,"Vanna Densham",53,"Female","Hallshire","Western Australia",149,"Linen","Shirt","XL","orange",59,116.0,91.0,2,182.0,"2021-01-12","2021-02-03",22
1473,299,994,"Vanna Densham",53,"Female","Hallshire","Western Australia",1242,"Tracksuit Bottoms","Trousers","M","green",47,91.0,112.0,3,336.0,"2021-01-12","2021-02-03",22
1474,300,912,"Chancey Iacovozzo",60,"Agender","West John","Tasmania",523,"Windbreaker","Jacket","L","violet",72,109.0,102.0,2,204.0,"2021-09-30","2021-10-25",25
1475,301,535,"Kerry Luto",56,"Polygender","Conroychester","South Australia",1035,"Relaxed Leg","Trousers","XS","blue",54,95.0,90.0,2,180.0,"2021-06-21","2021-06-25",4
1476,301,535,"Kerry Luto",56,"Polygender","Conroychester","South Australia",814,"Shearling","Jacket","XL","orange",60,95.0,117.0,3,351.0,"2021-06-21","2021-06-25",4
1477,301,535,"Kerry Luto",56,"Polygender","Conroychester","South Australia",141,"Linen","Shirt","S","red",67,116.0,91.0,3,273.0,"2021-06-21","2021-06-25",4
1478,301,535,"Kerry Luto",56,"Polygender","Conroychester","South Australia",266,"Polo","Shirt","S","blue",76,117.0,95.0,3,285.0,"2021-06-21","2021-06-25",4
1479,301,535,"Kerry Luto",56,"Polygender","Conroychester","South Australia",947,"Slim-Fit","Trousers","M","red",67,119.0,97.0,2,194.0,"2021-06-21","2021-06-25",4
1480,301,535,"Kerry Luto",56,"Polygender","Conroychester","South Australia",1094,"Cropped","Trousers","XL","orange",61,99.0,115.0,2,230.0,"2021-06-21","2021-06-25",4
1481,302,156,"Cosmo Leys",24,"Female","Kaiberg","Western Australia",1052,"Joggers","Trousers","M","red",43,94.0,93.0,1,93.0,"2021-06-19","2021-07-07",18
1482,302,156,"Cosmo Leys",24,"Female","Kaiberg","Western Australia",528,"Leather","Jacket","L","red",76,113.0,98.0,2,196.0,"2021-06-19","2021-07-07",18
1483,302,156,"Cosmo Leys",24,"Female","Kaiberg","Western Australia",926,"Drawstring","Trousers","S","green",73,104.0,96.0,1,96.0,"2021-06-19","2021-07-07",18
1484,303,758,"Mallissa Lawdham",44,"Genderfluid","East Madison","New South Wales",595,"Cardigan","Jacket","XS","red",51,118.0,112.0,2,224.0,"2021-09-02","2021-09-11",9
1485,303,758,"Mallissa Lawdham",44,"Genderfluid","East Madison","New South Wales",589,"Bomber","Jacket","XL","indigo",50,90.0,100.0,1,100.0,"2021-09-02","2021-09-11",9
1486,303,758,"Mallissa Lawdham",44,"Genderfluid","East Madison","New South Wales",3,"Oxford Cloth","Shirt","L","red",69,114.0,96.0,2,192.0,"2021-09-02","2021-09-11",9
1487,303,758,"Mallissa Lawdham",44,"Genderfluid","East Madison","New South Wales",399,"Casual Slim Fit","Shirt","XL","yellow",78,113.0,119.0,3,357.0,"2021-09-02","2021-09-11",9
1488,304,537,"Beverly Burbridge",45,"Non-binary","Krisland","Western Australia",155,"Linen","Shirt","XS","green",49,116.0,91.0,3,273.0,"2021-04-10","2021-05-03",23
1489,304,537,"Beverly Burbridge",45,"Non-binary","Krisland","Western Australia",605,"Cardigan","Jacket","XS","yellow",46,118.0,112.0,3,336.0,"2021-04-10","2021-05-03",23
1490,304,537,"Beverly Burbridge",45,"Non-binary","Krisland","Western Australia",104,"Flannel","Shirt","XL","violet",43,96.0,118.0,3,354.0,"2021-04-10","2021-05-03",23
